@relation lunar_lander-weka.filters.unsupervised.attribute.Remove-R9-12

@attribute x_position numeric
@attribute y_position numeric
@attribute x_velocity numeric
@attribute y_velocity numeric
@attribute angle numeric
@attribute angular_velocity numeric
@attribute left_leg {0,1}
@attribute right_leg {0,1}
@attribute action {0,1,2,3}

@data
-0.054347,1.359375,-0.785359,-0.340299,0.061768,0.175822,0,0,0
-0.062112,1.351629,-0.785385,-0.344626,0.070557,0.175794,0,0,0
-0.069877,1.343788,-0.78541,-0.348954,0.079344,0.175766,0,0,0
-0.077643,1.33585,-0.785435,-0.353282,0.08813,0.175738,0,0,0
-0.085409,1.327816,-0.78546,-0.35761,0.096915,0.17571,0,0,0
-0.093176,1.319686,-0.785485,-0.361939,0.105698,0.175682,0,0,0
-0.100942,1.311459,-0.78551,-0.366268,0.11448,0.175654,0,0,0
-0.108709,1.303137,-0.785534,-0.370597,0.123261,0.175626,0,0,0
-0.116477,1.294717,-0.785558,-0.374926,0.13204,0.175599,0,0,0
-0.124245,1.286202,-0.785582,-0.379256,0.140818,0.175571,0,0,0
-0.132013,1.277591,-0.785606,-0.383585,0.149594,0.175544,0,0,0
-0.139781,1.268883,-0.78563,-0.387915,0.158369,0.175516,0,0,0
-0.14755,1.260079,-0.785653,-0.392246,0.167143,0.175489,0,0,0
-0.15532,1.251178,-0.785676,-0.396576,0.175915,0.175462,0,0,0
-0.163089,1.242182,-0.785699,-0.400907,0.184686,0.175435,0,0,0
-0.170859,1.233089,-0.785722,-0.405238,0.193456,0.175408,0,0,0
-0.17863,1.2239,-0.785744,-0.409569,0.202224,0.175381,0,0,0
-0.186401,1.214614,-0.785767,-0.413901,0.210991,0.175355,0,0,0
-0.194172,1.205232,-0.785789,-0.418232,0.219756,0.175328,0,0,3
-0.201843,1.195776,-0.773796,-0.421271,0.226509,0.135062,0,0,3
-0.209447,1.186234,-0.76483,-0.424807,0.230986,0.089537,0,0,3
-0.216993,1.176614,-0.757497,-0.428019,0.233938,0.059028,0,0,3
-0.224467,1.166918,-0.748414,-0.431107,0.235012,0.021486,0,0,3
-0.231857,1.157151,-0.737913,-0.433911,0.233908,-0.022083,0,0,3
-0.239171,1.147311,-0.728413,-0.436834,0.230831,-0.06154,0,0,3
-0.246424,1.13739,-0.72066,-0.44023,0.226162,-0.093366,0,0,0
